"ID" "frequency" "weight"
"1" "rs1" 0.28895779682789 -0.155829735100269
"2" "rs2" 0.384911509673111 0.401275026146322
"3" "rs3" 0.565568027016707 -1.04220182444425
"4" "rs4" 0.867387010995299 2.1152949662127
"5" "rs5" 0.23151373793371 1.06299101557107
"6" "rs6" 0.858550716470927 1.22797373154116
"7" "rs7" 0.900207741744816 -0.366360556334257
"8" "rs8" 0.644718013238162 6.57898798027554
"9" "rs9" 0.616202639508992 -0.458550020586699
"10" "rs10" 0.105607643420808 -1.68840798540952
"11" "rs11" 0.235377117409371 -0.0464102788828313
"12" "rs12" 0.208901077276096 -0.0928469682112336
"13" "rs13" 0.668320561992005 -0.563546846155077
"14" "rs14" 0.395693346392363 2.56318422580574
"15" "rs15" 0.742857277998701 0.0393587623610668
"16" "rs16" 0.497929317876697 -0.185987521428615
"17" "rs17" 0.69585665743798 -0.527667143847793
"18" "rs18" 0.942715485347435 -0.700506585010813
"19" "rs19" 0.39203166149091 0.146225152537227
"20" "rs20" 0.749700699187815 0.240162971429527
"21" "rs21" 0.891234707995318 0.58719524461776
"22" "rs22" 0.240928269154392 -0.735507654570849
"23" "rs23" 0.63650638947729 -0.285544316029551
"24" "rs24" 0.162999586365186 -0.242315062321723
"25" "rs25" 0.290498601854779 -0.342882494209703
"26" "rs26" 0.397502683289349 0.696361119816911
"27" "rs27" 0.0620512998430058 -0.0554136028513312
"28" "rs28" 0.39414916136302 0.177823117002845
"29" "rs29" 0.832721761148423 0.19023955008015
"30" "rs30" 0.356314097018912 0.502630662173033
"31" "rs31" 0.483872103923932 0.609886019956321
"32" "rs32" 0.58960924288258 -1.41952569960597
"33" "rs33" 0.494187176343985 0.523678579367697
"34" "rs34" 0.21759584126994 1.53345808192136
"35" "rs35" 0.794635986746289 2.31771237204287
"36" "rs36" 0.651620064373128 -0.61152751930058
"37" "rs37" 0.764815874653868 2.40828413689945
"38" "rs38" 0.14714926329907 -0.410877085155691
"39" "rs39" 0.701339851436205 0.895561078470275
"40" "rs40" 0.420146986679174 0.258789696265012
"41" "rs41" 0.788851664704271 0.11624707095325
"42" "rs42" 0.632354174437933 0.874647150705469
"43" "rs43" 0.754639486060478 0.763388562340432
"44" "rs44" 0.547732680477202 0.382078472580485
"45" "rs45" 0.526747622177936 1.50436318843606
"46" "rs46" 0.760420608520508 -0.59427000535652
"47" "rs47" 0.0709980821004137 0.288114823866636
"48" "rs48" 0.479507058532908 -1.82896388663782
"49" "rs49" 0.70908236480318 -0.825164281741275
"50" "rs50" 0.673458400834352 -0.847716536815221
"51" "rs51" 0.479857659921981 0.222143217699514
"52" "rs52" 0.82508852914907 1.10118434573979
"53" "rs53" 0.44428739650175 -0.453709913417697
"54" "rs54" 0.27031754932832 -0.72683860253911
"55" "rs55" 0.113611142430454 -0.280061148107052
"56" "rs56" 0.139519544155337 0.543078802991658
"57" "rs57" 0.334644536464475 1.31329069002987
"58" "rs58" 0.516770836873911 0.372954620979726
"59" "rs59" 0.64580456877593 -2.74726126889203
"60" "rs60" 0.416147168469615 -2.21342134124693
"61" "rs61" 0.871588331833482 2.57343401188467
"62" "rs62" 0.314243035484105 -0.944797709435956
"63" "rs63" 0.463159153633751 1.89767423449996
"64" "rs64" 0.349155206768773 -0.244192256126553
"65" "rs65" 0.635783420363441 0.0707726122108406
"66" "rs66" 0.282215102645569 0.278567298315465
"67" "rs67" 0.48069072344806 -0.14706651943651
"68" "rs68" 0.739679603581317 0.423921082168818
"69" "rs69" 0.125822222931311 -0.0203562099486589
"70" "rs70" 0.837789197033271 0.264831023800306
"71" "rs71" 0.355165644059889 1.04311106070401
"72" "rs72" 0.805496315169148 0.0922268297084276
"73" "rs73" 0.362015140242875 -0.661560747306794
"74" "rs74" 0.350397437717766 -0.511456402018666
"75" "rs75" 0.478716120566241 0.266028054989874
"76" "rs76" 0.852978502260521 0.284101914614439
"77" "rs77" 0.82790552356746 0.145892957130249
"78" "rs78" 0.400990589126013 -0.0542422805869238
"79" "rs79" 0.74958862895146 0.154219951946288
"80" "rs80" 0.914556197496131 -0.0844379682093859
"81" "rs81" 0.441193536296487 0.340647146105766
"82" "rs82" 0.691263210843317 -1.64058258003535
"83" "rs83" 0.409994932007976 0.618674491997808
"84" "rs84" 0.34281693669036 -0.00935747334733605
"85" "rs85" 0.731378433224745 0.0614082348207632
"86" "rs86" 0.232423029630445 -0.763593056194884
"87" "rs87" 0.69000910022296 -1.20564518119664
"88" "rs88" 0.15952272892464 -1.30665931753339
"89" "rs89" 0.270939662563615 0.350446837488562
"90" "rs90" 0.178973941481672 -0.836100006705365
"91" "rs91" 0.265666473587044 2.65277929032657
"92" "rs92" 0.10304093954619 3.86553398312485
"93" "rs93" 0.628059432678856 1.36278644386203
"94" "rs94" 0.838642291422002 -0.56135393306613
"95" "rs95" 0.751023209700361 0.145542393904179
"96" "rs96" 0.767577943298966 1.37469071983815
"97" "rs97" 0.459747008257545 -1.27465670737894
"98" "rs98" 0.419075673841871 0.745001076678646
"99" "rs99" 0.779783218493685 -0.136903688311577
"100" "rs100" 0.594439961249009 -0.238904185593128
"101" "rs101" 0.639251535269432 -0.274838997982442
"102" "rs102" 0.367877544742078 -0.0763497389853001
"103" "rs103" 0.293234131298959 -0.327680313494056
"104" "rs104" 0.943415655056015 -0.651552883908153
"105" "rs105" 0.620143937994726 0.203578644897789
"106" "rs106" 0.241887321695685 -0.353431210387498
"107" "rs107" 0.166435113269836 1.60667058072033
"108" "rs108" 0.480306230881251 -0.0949346071129342
"109" "rs109" 0.881667022849433 1.23629854056509
"110" "rs110" 0.588884870428592 1.95330892122331
"111" "rs111" 0.928553625429049 -1.84204426213148
"112" "rs112" 0.708613260695711 3.78032020272172
"113" "rs113" 0.371054220874794 -0.462487736178987
"114" "rs114" 0.438326321495697 -0.307847261894494
"115" "rs115" 0.183390404609963 0.500922706096738
"116" "rs116" 0.0617698179325089 -0.413135929419216
"117" "rs117" 0.694009459484369 0.398023989982903
"118" "rs118" 0.142865812173113 -1.39133492690428
"119" "rs119" 0.45165591374971 1.09898944288017
"120" "rs120" 0.626090940623544 0.172075103638614
"121" "rs121" 0.942654758039862 -1.7963403239006
"122" "rs122" 0.496034220070578 -0.386081325548415
"123" "rs123" 0.485914571932517 -0.434562228620052
"124" "rs124" 0.206098101381212 1.20358681953968
"125" "rs125" 0.729338850057684 0.428429519291967
"126" "rs126" 0.458505940297618 0.397738637402654
"127" "rs127" 0.510052805393934 -0.538601495325565
"128" "rs128" 0.236790601955727 1.13497939142854
"129" "rs129" 0.255792328459211 1.63856578051093
"130" "rs130" 0.586140796681866 -0.0824816892854869
"131" "rs131" 0.567384978453629 -0.364903604611754
"132" "rs132" 0.119357942254283 -2.26218540395114
"133" "rs133" 0.0819865216268227 -0.911244269418431
"134" "rs134" 0.62851594297681 0.450883471872658
"135" "rs135" 0.885753679671325 1.61324801992419
"136" "rs136" 0.58828318011947 -1.82041183478179
"137" "rs137" 0.554810673207976 -1.21012577969105
"138" "rs138" 0.523424951522611 0.711134022059751
"139" "rs139" 0.936585701489821 0.318799284194162
"140" "rs140" 0.506877640099265 -0.409131603159366
"141" "rs141" 0.664509270805866 2.27844055436523
"142" "rs142" 0.59138709588442 -0.235041363164783
"143" "rs143" 0.264981809980236 1.32308440744401
"144" "rs144" 0.282349334005266 0.185710977762938
"145" "rs145" 0.706378661026247 1.03588879011096
"146" "rs146" 0.457313748262823 -0.0870234617032111
"147" "rs147" 0.207614091574214 1.91354134670439
"148" "rs148" 0.722028442658484 0.617400939110667
"149" "rs149" 0.144488876359537 1.84219807564261
"150" "rs150" 0.828090454125777 0.517271403688937
